id;title;type;release_year;age_certification;runtime;genres;production_countries;seasons;imdb_id;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
ts223986;The Circle;SHOW;2020;TV-MA;52;['reality'];['US'];5.0;tt9581768;7.2;6901.0;7.905;7.7
tm853783;David Attenborough: A Life on Our Planet;MOVIE;2020;PG;83;['documentation'];['GB'];;tt11989890;8.9;31625.0;15.935;8.5
ts216522;BEASTARS;SHOW;2019;TV-MA;23;['animation', 'drama', 'crime', 'fantasy', 'romance', 'thriller'];['JP'];2.0;tt11043632;7.7;9782.0;66.572;8.7
ts82851;Messiah;SHOW;2020;TV-MA;45;['drama', 'thriller'];['US'];1.0;tt7671598;7.6;42667.0;19.659;7.4
tm411750;Doom: Annihilation;MOVIE;2019;R;96;['action', 'scifi', 'thriller', 'horror'];['US'];;tt8328716;3.7;9281.0;29.955;4.9
ts252758;Get Organized with The Home Edit;SHOW;2020;TV-PG;42;['reality'];['US'];2.0;tt10834478;5.4;1506.0;6.857;6.7
ts84993;Daybreak;SHOW;2019;TV-MA;47;['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller'];['US'];1.0;tt12374132;6.6;19654.0;18.304;7.3
ts224859;The Pharmacist;SHOW;2020;TV-MA;54;['documentation', 'crime'];['US'];1.0;tt11600174;7.7;7261.0;3.063;8.4
tm469991;I Lost My Body;MOVIE;2019;;81;['fantasy', 'drama', 'romance', 'animation', 'european'];['FR'];;tt9806192;7.5;32380.0;11.079;7.5
tm877681;American Pie Presents: Girls' Rules;MOVIE;2020;R;95;['comedy'];['US'];;tt11771594;;;50.358;6.3
tm434553;Cut Throat City;MOVIE;2020;R;123;['thriller', 'drama', 'action', 'crime'];['US'];;tt3547306;4.8;2594.0;10.445;6.6
ts255427;Blood of Zeus;SHOW;2020;TV-MA;31;['scifi', 'animation', 'action'];['US'];1.0;;;;27.566;8.1
ts269690;Schulz Saves America;SHOW;2020;TV-MA;17;['comedy'];['US'];1.0;tt13607518;7.3;1086.0;1.4;7.3
tm428558;High Flying Bird;MOVIE;2019;;90;['drama', 'sport'];['US'];;tt8128188;6.2;8616.0;7.304;5.7
tm927037;The Water Man;MOVIE;2020;PG;92;['action', 'thriller', 'drama', 'family', 'fantasy'];['US'];;tt4779326;5.4;3880.0;13.201;6.2
ts88699;Northern Rescue;SHOW;2019;TV-14;44;['drama', 'family'];['CA'];1.0;tt8462412;6.9;4202.0;9.477;7.0
ts223240;Itaewon Class;SHOW;2020;TV-MA;70;['drama', 'romance'];['KR'];1.0;tt11239552;8.2;12780.0;36.591;8.5
tm884511;The Lost Husband;MOVIE;2020;PG-13;109;['romance', 'drama'];['US'];;tt4257940;6.1;4739.0;7.282;7.0
tm285317;IO;MOVIE;2019;PG-13;96;['scifi', 'romance', 'drama'];['US'];;tt3256226;4.7;34180.0;25.116;4.9
tm817709;Rocks;MOVIE;2019;;93;['drama'];['GB'];;tt9067182;7.4;4711.0;7.28;6.7
tm845512;Horse Girl;MOVIE;2020;R;104;['drama'];['US'];;;;;14.15;5.6
tm824477;Over the Moon;MOVIE;2020;PG;95;['comedy', 'family', 'fantasy', 'scifi', 'romance', 'animation'];['CN', 'US'];;tt7488208;6.3;22034.0;75.251;7.3
tm927480;Kiss the Ground;MOVIE;2020;;84;['documentation'];['US'];;tt8618654;8.2;6736.0;6.272;8.1
ts88151;Quicksand;SHOW;2019;TV-MA;46;['drama', 'crime', 'thriller'];['SE'];1.0;tt8686106;7.5;21276.0;16.469;7.3
tm444247;This Changes Everything;MOVIE;2019;PG;97;['documentation'];['US'];;tt5795282;7.6;1580.0;4.764;6.5
tm355783;Eli;MOVIE;2019;R;98;['horror', 'thriller', 'drama'];['US'];;tt5294518;5.8;35214.0;31.78;6.0
tm449195;The Boy Who Harnessed the Wind;MOVIE;2019;;113;['drama', 'history'];['US', 'MW', 'GB'];;tt7533152;7.6;37527.0;35.031;7.9
tm925486;Jiu Jitsu;MOVIE;2020;R;102;['action', 'scifi', 'fantasy', 'thriller', 'comedy'];['US', 'CY'];;tt9624766;2.9;8693.0;96.709;5.0
tm934040;American Murder: The Family Next Door;MOVIE;2020;R;83;['documentation', 'thriller', 'crime'];['US'];;tt12987894;7.2;27193.0;11.309;7.3
ts225101;Start-Up;SHOW;2020;TV-14;80;['drama', 'comedy', 'romance'];['KR'];1.0;tt12867810;8.1;9697.0;32.075;8.4
ts79695;Sintonia;SHOW;2019;TV-MA;44;['drama', 'crime', 'music'];['BR'];3.0;tt8165086;6.6;1172.0;42.611;8.2
tm469193;Atlantics;MOVIE;2019;PG-13;106;['fantasy', 'drama', 'romance'];['BE', 'FR', 'SN'];;tt10199586;6.7;9405.0;11.349;6.7
ts223404;It's Okay to Not Be Okay;SHOW;2020;TV-MA;76;['drama', 'comedy', 'romance'];['KR'];1.0;tt12451520;8.6;22346.0;50.095;8.6
ts89075;Her Private Life;SHOW;2019;TV-14;75;['comedy', 'drama', 'romance'];['KR'];2.0;tt9899340;7.7;3826.0;14.707;7.933
ts268799;Equinox;SHOW;2020;;46;['scifi', 'drama'];['DK'];1.0;;;;15.497;7.4
ts237499;The Woods;SHOW;2020;TV-MA;51;['drama', 'thriller'];['PL'];1.0;;;;6.208;7.1
tm420455;Rim of the World;MOVIE;2019;PG;99;['scifi', 'action', 'comedy'];['US'];;tt8179388;5.2;23987.0;22.933;6.0
ts236747;Middleditch & Schwartz;SHOW;2020;TV-MA;51;['comedy'];['US'];1.0;tt12027034;8.6;5310.0;2.329;8.0
tm925584;The Vanished;MOVIE;2020;R;115;['thriller', 'action', 'crime'];['US'];;tt9794630;5.7;10378.0;13.281;6.0
tm914535;2 Hearts;MOVIE;2020;PG-13;100;['drama', 'romance'];['US'];;tt5616176;6.2;3801.0;16.578;7.7
ts90019;Bonding;SHOW;2019;TV-MA;17;['drama', 'comedy'];['US'];2.0;tt7718088;7.1;16027.0;19.49;7.4
tm423140;Avengement;MOVIE;2019;;90;['action', 'crime', 'thriller'];['GB'];;tt8836988;6.5;15685.0;17.407;6.8
tm348403;A Shaun the Sheep Movie: Farmageddon;MOVIE;2019;G;87;['family', 'comedy', 'animation', 'fantasy', 'scifi'];['GB', 'FR'];;tt6193408;6.8;13485.0;16.792;6.93
ts87364;Conversations with a Killer: The Ted Bundy Tapes;SHOW;2019;TV-MA;59;['documentation', 'crime', 'history'];['US'];1.0;tt8463172;7.8;27439.0;14.137;7.6
tm878842;The Edge of All We Know;MOVIE;2020;;99;['documentation'];['US'];;tt11863046;6.6;2422.0;7.7;6.8
tm453099;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;MOVIE;2019;;142;['documentation', 'music', 'history'];['US'];;tt9577852;7.6;6730.0;9.859;7.2
tm446176;American Factory;MOVIE;2019;;110;['documentation'];['US'];;tt9351980;7.4;21694.0;12.978;7.2
ts250912;Fear City: New York vs The Mafia;SHOW;2020;TV-MA;52;['crime', 'documentation'];['US'];1.0;tt12588372;7.1;7354.0;10.282;6.9
ts219162;Inside Bill's Brain: Decoding Bill Gates;SHOW;2019;TV-14;53;['documentation'];['US'];1.0;tt10837476;7.9;10892.0;6.426;7.5
tm316311;Wasp Network;MOVIE;2020;R;128;['thriller', 'drama', 'crime'];['BR', 'FR', 'ES', 'BE'];;tt6834140;5.9;10368.0;10.195;6.1
tm375883;Klaus;MOVIE;2019;PG;96;['fantasy', 'comedy', 'family', 'animation', 'european'];['ES'];;tt4729430;8.1;143737.0;20.85;8.3
ts268560;The Uncanny Counter;SHOW;2020;TV-14;64;['drama', 'thriller', 'action', 'fantasy', 'horror'];['KR'];1.0;tt13273826;8.1;6033.0;28.255;8.8
ts306090;GREAT PRETENDER;SHOW;2020;TV-MA;23;['drama', 'action', 'animation', 'comedy', 'crime'];['JP'];1.0;tt11680468;7.9;4902.0;13.641;7.6
tm974366;We Can Be Heroes;MOVIE;2020;PG;97;['fantasy', 'drama', 'family', 'action', 'comedy'];['US'];;tt10600398;4.7;14759.0;72.986;6.2
tm443179;All the Bright Places;MOVIE;2020;;108;['romance', 'drama'];['US'];;tt3907584;6.5;28355.0;81.765;7.7
tm498034;The Last Blockbuster;MOVIE;2020;;86;['documentation'];['US'];;tt8704802;6.7;5448.0;8.213;6.6
tm446609;The Great Hack;MOVIE;2019;;114;['documentation', 'history'];['US'];;tt9358204;7.1;22838.0;15.376;6.9
ts105542;The Baker and the Beauty;SHOW;2020;TV-14;32;['comedy', 'drama', 'romance'];['US'];1.0;tt9164986;7.3;4270.0;8.545;8.1
ts83107;V Wars;SHOW;2019;TV-MA;42;['scifi', 'drama', 'horror'];['US'];1.0;tt7403736;6.0;13745.0;19.7;7.7
ts251782;High Score;SHOW;2020;TV-14;42;['documentation', 'history'];['US'];1.0;tt12759400;7.4;7912.0;13.282;7.6
tm810547;Night in Paradise;MOVIE;2020;;131;['thriller', 'drama', 'action', 'crime'];['KR'];;tt12792418;6.7;6747.0;61.796;6.9
tm919864;The Disciple;MOVIE;2020;;128;['drama', 'music'];['IN'];;tt11423784;7.1;2567.0;3.49;6.8
ts88721;Special;SHOW;2019;TV-MA;22;['comedy', 'drama'];['US'];2.0;tt9381622;7.6;9434.0;6.88;6.7
ts89347;Street Food;SHOW;2019;TV-G;31;['documentation'];['US'];2.0;tt10050778;7.9;2760.0;4.101;7.9
ts236091;Oh My Baby;SHOW;2020;TV-14;68;['comedy', 'family', 'drama', 'romance'];['KR'];1.0;tt12324660;7.2;213.0;4.131;7.0
tm827508;The Boys in the Band;MOVIE;2020;R;121;['drama'];['US'];;tt10199914;6.8;15376.0;11.082;6.8
tm845415;Miss Americana;MOVIE;2020;R;85;['music', 'documentation'];['US'];;tt11388580;7.4;19482.0;16.672;7.9
ts89747;High Seas;SHOW;2019;TV-MA;42;['crime', 'drama', 'comedy'];['ES'];4.0;tt8961508;6.8;7359.0;20.911;7.0
ts81646;Chambers;SHOW;2019;TV-MA;44;['drama', 'thriller', 'fantasy', 'horror'];['US'];1.0;tt7949204;6.4;8455.0;13.586;6.8
tm822246;The Forty-Year-Old Version;MOVIE;2020;R;123;['comedy', 'drama', 'music'];['US'];;tt10642834;7.2;5003.0;11.646;6.9
ts108392;The Letter for the King;SHOW;2020;TV-PG;47;['action', 'family', 'fantasy', 'scifi'];['GB'];1.0;tt8741648;5.9;7468.0;8.039;7.1
ts236685;Lies and Deceit;SHOW;2020;;49;['thriller'];['ES'];1.0;;;;5.086;5.2
ts227385;Transformers: War for Cybertron: Siege;SHOW;2020;TV-14;19;['scifi', 'action', 'animation'];['US'];3.0;;;;30.394;7.6
tm948128;Audrey;MOVIE;2020;PG;100;['documentation', 'history'];['US', 'CH'];;tt10731386;7.1;1960.0;8.723;7.1
ts222455;The Devil Next Door;SHOW;2019;TV-MA;46;['crime', 'documentation', 'history'];['US', 'IL'];1.0;tt11165002;7.6;13370.0;6.571;7.2
tm828069;Calm with Horses;MOVIE;2020;;100;['crime', 'drama'];['IE', 'GB'];;tt4460792;6.8;5649.0;6.1;6.4
tm935309;Skylines;MOVIE;2020;R;113;['scifi', 'action'];['FR', 'LT', 'GB'];;tt9387250;4.7;8139.0;92.324;5.6
ts106536;White Lines;SHOW;2020;TV-MA;55;['drama', 'thriller', 'crime'];['GB'];1.0;tt9073958;6.6;16768.0;14.393;6.8
tm458467;Girl on the Third Floor;MOVIE;2019;;93;['horror', 'thriller', 'drama'];['US'];;tt9026184;4.7;10005.0;10.168;5.3
ts84586;Spinning Out;SHOW;2020;TV-MA;49;['drama', 'sport'];['US'];1.0;tt9117054;7.6;14066.0;14.067;8.1
ts89251;Tales of the City;SHOW;2019;TV-MA;56;['drama'];['US'];1.0;tt7087260;7.4;7930.0;10.445;7.5
ts90937;Stateless;SHOW;2020;TV-14;53;['drama'];['AU'];1.0;tt4878488;7.5;9327.0;8.085;6.8
ts86978;Power Rangers Beast Morphers;SHOW;2019;TV-Y7;22;['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy'];['ES'];2.0;tt8022978;6.5;602.0;1.802;9.7
tm426638;Vita & Virginia;MOVIE;2019;;110;['drama', 'romance', 'european'];['GB', 'IE'];;tt5859882;5.7;3823.0;8.037;6.9
tm852996;Captain Underpants: Epic Choice-o-rama;MOVIE;2020;;37;['comedy', 'fantasy', 'family', 'animation', 'action', 'scifi'];['US'];;tt11604750;6.4;80.0;4.5;8.0
ts87471;Darwin's Game;SHOW;2020;TV-14;25;['action', 'scifi', 'animation', 'thriller', 'drama'];['JP'];1.0;tt11405390;7.2;2440.0;14.208;7.86
tm464557;The Perfect Date;MOVIE;2019;PG-13;93;['romance', 'comedy'];['US'];;tt8201170;5.8;38796.0;51.174;6.5
ts86946;Osmosis;SHOW;2019;TV-MA;42;['drama', 'scifi', 'romance'];['FR'];1.0;tt7043380;5.7;3041.0;8.783;5.9
ts86726;Tidying Up with Marie Kondo;SHOW;2019;TV-PG;40;['reality'];['US'];1.0;tt8115560;6.6;3568.0;4.47;6.8
tm554944;Love Wedding Repeat;MOVIE;2020;;100;['comedy', 'romance'];['GB', 'IT'];;tt5096470;5.5;20412.0;10.708;5.66
tm845437;Disclosure;MOVIE;2020;;107;['documentation'];['US'];;tt8637504;8.2;5421.0;13.019;8.2
tm463385;Framing John DeLorean;MOVIE;2019;;109;['drama', 'documentation'];['US'];;tt6256978;6.5;2331.0;4.842;6.2
tm856375;The Decline;MOVIE;2020;R;83;['thriller', 'action'];['CA'];;tt10307440;6.0;8782.0;7.679;6.2
tm822907;Patsy & Loretta;MOVIE;2019;;88;['music', 'drama'];['US'];;tt10016704;6.8;1062.0;4.824;6.6
tm952590;What Lies Below;MOVIE;2020;;87;['horror', 'thriller', 'scifi'];['US'];;tt9264728;4.3;8290.0;35.418;5.4
tm918706;The Sleepover;MOVIE;2020;;103;['action', 'comedy', 'family'];['US'];;tt10888708;5.6;10399.0;9.88;6.5
tm910040;Milkwater;MOVIE;2020;;102;['comedy', 'drama'];['US'];;;;;1.692;4.3
ts243036;Selena: The Series;SHOW;2020;TV-PG;38;['drama', 'music'];['US'];2.0;tt9421868;6.9;4505.0;45.91;7.5
tm831061;Magamuni;MOVIE;2019;PG-13;157;['drama', 'thriller', 'crime'];['IN'];;tt10370932;7.8;2207.0;1.418;6.9
ts271247;LEGO City Adventures;SHOW;2019;TV-Y7;13;['animation', 'action', 'comedy', 'family'];['US'];4.0;tt10332322;6.7;194.0;7.24;7.4
ts255926;Dash & Lily;SHOW;2020;TV-14;25;['drama', 'comedy', 'romance'];['US'];1.0;tt1758589;7.5;16978.0;16.738;8.2
tm827216;Bill Burr: Paper Tiger;MOVIE;2019;;67;['comedy'];['GB', 'US'];;tt10847306;8.1;10979.0;6.16;7.3
ts76382;Carmen Sandiego;SHOW;2019;TV-Y7;25;['animation', 'action', 'thriller', 'family'];['US'];4.0;tt7042146;7.9;5744.0;16.916;8.1
ts89282;Toy Boy;SHOW;2019;TV-MA;61;['drama', 'thriller', 'crime', 'action'];['ES'];2.0;tt8693266;6.5;7526.0;23.996;7.7
tm497383;Sergio;MOVIE;2020;R;118;['drama', 'history', 'romance', 'documentation'];['JO', 'TH', 'US', 'AL'];;tt6468740;6.2;9698.0;11.893;6.7
tm475252;The Lift Boy;MOVIE;2019;;107;['drama', 'comedy'];['IN'];;tt6937368;7.1;2666.0;1.422;6.8
tm887450;Made You Look: A True Story About Fake Art;MOVIE;2020;;96;['documentation', 'crime'];['CA'];;tt11994750;7.0;4230.0;4.929;7.0
ts321758;Vagabond;SHOW;2019;TV-MA;63;['drama', 'thriller', 'romance', 'action'];['KR'];1.0;tt8523042;8.2;7982.0;29.264;8.475
tm898474;The Swarm;MOVIE;2020;;101;['horror', 'drama', 'fantasy', 'european'];['FR'];;tt10675724;5.3;6892.0;11.418;5.817
tm852097;A Whisker Away;MOVIE;2020;;104;['fantasy', 'drama', 'romance', 'animation', 'family'];['JP'];;tt11958344;6.7;9818.0;64.583;8.0
tm471878;Fatima;MOVIE;2020;PG-13;113;['drama', 'war'];['PT', 'US'];;tt2197936;6.5;3232.0;8.184;7.2
tm827142;Dave Chappelle: Sticks & Stones;MOVIE;2019;R;65;['comedy'];['US'];;tt10810424;8.4;26075.0;7.885;7.646
ts256309;Aunty Donna's Big Ol House of Fun;SHOW;2020;TV-MA;20;['comedy'];['AU'];1.0;tt13316746;7.9;6318.0;4.316;7.5
ts219080;Caliphate;SHOW;2020;TV-MA;48;['drama', 'war', 'thriller', 'crime'];['SE'];1.0;tt11398870;8.2;18134.0;12.662;7.3
ts256764;Heaven Official's Blessing;SHOW;2020;TV-14;24;['scifi', 'drama', 'action', 'animation'];['CN', 'US'];1.0;tt13375866;8.2;1475.0;7.437;8.6
tm828317;Tell Me Who I Am;MOVIE;2019;;85;['thriller', 'documentation', 'drama'];['GB'];;tt10915286;7.6;14466.0;6.542;7.5
ts251157;Wizards: Tales of Arcadia;SHOW;2020;TV-Y7;24;['action', 'comedy', 'scifi', 'animation'];['US'];1.0;;;;27.027;8.303
tm918734;Concrete Cowboy;MOVIE;2020;R;111;['western', 'drama'];['US', 'GB'];;tt8846176;6.3;8660.0;8.139;6.2
tm818502;Live Twice, Love Once;MOVIE;2019;;101;['comedy', 'drama', 'european'];['ES'];;tt9063902;7.2;6588.0;14.209;7.5
ts223308;Astronomy Club: The Sketch Show;SHOW;2019;TV-MA;20;['comedy'];['US'];1.0;tt10675488;6.9;598.0;1.4;7.2
tm926004;The Boss Baby: Get That Baby!;MOVIE;2020;;24;['animation'];['US'];;;;;56.526;7.0
tm490222;Uncorked;MOVIE;2020;;104;['drama', 'comedy'];['US'];;tt9261218;6.4;5588.0;8.757;6.1
tm467579;The Last Summer;MOVIE;2019;;109;['romance', 'comedy'];['US'];;;;;20.86;6.0
ts215178;Grand Army;SHOW;2020;TV-MA;52;['drama'];['US'];1.0;tt10473150;7.4;6723.0;9.697;8.0
ts213820;Next in Fashion;SHOW;2020;TV-14;50;['reality'];['US'];1.0;tt10394770;7.3;3646.0;4.72;8.0
ts89326;Persona;SHOW;2019;TV-MA;22;['drama'];['KR'];2.0;tt10027990;6.6;1196.0;5.056;6.5
ts223759;Killer Inside: The Mind of Aaron Hernandez;SHOW;2020;TV-MA;67;['documentation', 'crime', 'sport'];['US'];1.0;tt11475228;7.4;16934.0;7.173;7.4
tm452826;Poms;MOVIE;2019;PG-13;91;['comedy', 'drama', 'sport'];['GB', 'US'];;tt5125894;6.0;6274.0;9.696;6.6
tm928541;Barbie: Princess Adventure;MOVIE;2020;G;71;['animation', 'family'];['US'];;tt12767498;5.5;474.0;79.617;7.3
tm858954;Nobody Sleeps in the Woods Tonight;MOVIE;2020;;102;['horror', 'thriller', 'drama', 'romance', 'fantasy', 'european'];['PL'];;tt11240506;4.9;11603.0;91.502;5.0
tm845549;The Reason I Jump;MOVIE;2020;;82;['documentation', 'drama'];['US', 'GB'];;tt9098928;7.5;835.0;2.638;7.2
tm432022;Violet Evergarden: The Movie;MOVIE;2020;PG;140;['fantasy', 'animation', 'drama', 'romance'];['JP'];;tt8652818;8.3;6099.0;19.795;8.5
ts192440;Garth Brooks: The Road I'm On;SHOW;2019;TV-PG;86;['documentation', 'reality'];['US'];1.0;tt10095402;7.4;287.0;699;10.0
ts225912;Biohackers;SHOW;2020;TV-MA;42;['drama', 'scifi', 'action', 'thriller'];['DE'];2.0;tt9849210;6.8;9577.0;11.461;7.5
ts93066;The I-Land;SHOW;2019;TV-MA;40;['drama', 'scifi', 'reality'];['US'];1.0;tt9067020;4.6;16918.0;16.064;5.66
tm475783;Jo Koy: Comin’ In Hot;MOVIE;2019;;60;['comedy'];['US'];;tt10377036;7.3;1049.0;2.53;7.1
ts219561;The Mind, Explained;SHOW;2019;TV-14;22;['documentation'];['US'];2.0;tt10810430;8.0;5312.0;9.751;7.8
tm452851;The Operative;MOVIE;2019;;120;['thriller', 'drama', 'action'];['IL', 'US', 'FR', 'DE'];;tt8000718;5.7;6250.0;18.028;5.7
ts85480;Carole & Tuesday;SHOW;2019;TV-PG;24;['scifi', 'drama', 'animation', 'music'];['JP'];1.0;tt8107988;7.8;2038.0;9.913;7.4
ts89958;Arthdal Chronicles;SHOW;2019;;80;['drama', 'action', 'fantasy', 'history', 'romance'];['KR'];3.0;tt8750956;8.3;4351.0;16.156;8.114
ts88485;Green Eggs and Ham;SHOW;2019;TV-Y7;28;['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance'];['US'];2.0;tt4651448;8.1;2631.0;13.878;8.6
ts252856;Challenger: The Final Flight;SHOW;2020;TV-14;45;['documentation', 'history'];['US'];1.0;tt12930534;7.8;6927.0;14.707;7.1
tm465724;See You Yesterday;MOVIE;2019;;86;['scifi', 'thriller', 'action', 'crime', 'drama'];['US'];;tt8743064;5.2;10725.0;7.583;5.6
tm849005;The Willoughbys;MOVIE;2020;PG;92;['comedy', 'fantasy', 'animation', 'drama', 'family'];['CA'];;tt5206260;6.3;18662.0;22.543;7.1
ts225787;Unabomber: In His Own Words;SHOW;2020;TV-MA;44;['crime', 'documentation'];['US'];1.0;tt11833494;7.2;3446.0;4.465;7.4
ts254592;Song Exploder;SHOW;2020;TV-MA;25;['documentation', 'music'];['US'];2.0;tt13110256;7.4;776.0;1.366;8.0
ts218500;Dragons: Rescue Riders;SHOW;2019;TV-Y;24;['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi'];['US'];2.0;tt10687134;5.9;314.0;10.237;7.0
tm451512;Close;MOVIE;2019;R;95;['action', 'thriller', 'drama'];['US', 'GB'];;tt5316540;5.7;24755.0;17.405;5.82
ts224796;The Ghost Bride;SHOW;2020;TV-14;51;['drama'];['TW', 'MY'];1.0;tt9690302;6.2;739.0;7.036;7.0
tm369389;The Silence of Others;MOVIE;2019;;95;['documentation', 'history', 'european'];['US', 'CA', 'FR', 'ES'];;tt8099236;8.0;2096.0;9.886;8.2
tm933375;Cuties;MOVIE;2020;NC-17;96;['drama', 'european'];['FR'];;tt9196192;3.4;30338.0;10.271;5.3
ts251420;Hoops;SHOW;2020;;26;['comedy', 'animation'];['US'];1.0;;;;7.627;7.226
tm471922;An Easy Girl;MOVIE;2019;;92;['comedy', 'drama', 'european'];['FR'];;tt9632590;5.6;5045.0;16.345;5.6
tm465231;Nate Bargatze: The Tennessee Kid;MOVIE;2019;;60;['comedy'];['US'];;tt9861504;7.6;1835.0;2.578;7.5
tm922788;The Babysitter: Killer Queen;MOVIE;2020;R;101;['comedy', 'horror'];['US'];;tt11024272;5.8;38684.0;83.924;6.4
ts87473;7SEEDS;SHOW;2019;TV-MA;25;['scifi', 'drama', 'animation', 'romance', 'action', 'horror'];['JP'];2.0;tt9348718;6.3;1420.0;32.402;8.0
ts89881;Mr. Iglesias;SHOW;2019;TV-14;29;['comedy'];['US'];3.0;tt8403536;7.1;6857.0;7.974;7.7
ts251654;Paranormal;SHOW;2020;TV-14;51;['scifi'];['EG'];1.0;;;;9.125;7.3
ts237751;Gameboys;SHOW;2020;TV-14;27;['drama', 'romance'];['PH'];2.0;tt12508898;8.4;1118.0;8.164;8.5
ts104449;The Liberator;SHOW;2020;TV-MA;49;['action', 'drama', 'war', 'animation'];['US'];1.0;tt9308682;7.5;6128.0;19.173;7.1
tm827501;Tall Girl;MOVIE;2019;PG;101;['comedy', 'drama', 'romance', 'family'];['US'];;tt9252508;5.2;23452.0;25.358;6.4
tm936236;Cadaver;MOVIE;2020;;86;['thriller', 'horror', 'drama'];['FI', 'NO'];;tt11284280;5.1;9860.0;39.028;5.6
ts251067;The Baby-Sitters Club;SHOW;2020;TV-G;27;['comedy', 'drama', 'family'];['US'];2.0;tt8690518;7.3;3966.0;29.598;8.0
ts225328;Get Even;SHOW;2020;TV-PG;27;['crime', 'drama'];['GB'];1.0;;;;20.057;7.9
ts223344;The Gift;SHOW;2019;TV-MA;43;['thriller', 'drama', 'scifi', 'fantasy'];['TR'];3.0;tt10075318;7.0;21802.0;16.327;7.7
ts214861;Prank Encounters;SHOW;2019;TV-MA;23;['reality', 'comedy', 'horror', 'scifi'];['US'];2.0;tt10487072;5.2;2728.0;15.251;7.3
tm120072;Let It Snow;MOVIE;2019;PG-13;93;['romance', 'comedy'];['US'];;tt1950235;5.8;21828.0;14.599;6.101
ts93054;Trinkets;SHOW;2019;TV-MA;26;['drama', 'comedy', 'crime'];['US'];2.0;tt9134194;7.0;10725.0;17.648;8.089
tm936396;Holidate;MOVIE;2020;;104;['romance', 'comedy'];['US'];;tt9866072;6.1;63070.0;13.344;7.1
tm676311;Sightless;MOVIE;2020;;89;['drama', 'thriller'];['US'];;tt10303430;5.5;8368.0;9.633;7.0
tm464351;The Last Thing He Wanted;MOVIE;2020;R;116;['thriller', 'crime', 'drama'];['GB', 'US'];;tt7456312;4.3;15238.0;12.128;4.9
tm493175;ZZ Top: That Little Ol' Band from Texas;MOVIE;2019;;91;['music', 'documentation'];['GB'];;tt9015306;7.5;1732.0;4.222;7.5
ts237513;Ju-On: Origins;SHOW;2020;TV-MA;29;['drama', 'horror'];['JP'];1.0;tt12313914;6.1;4546.0;20.607;6.8
ts87986;Dolly Parton's Heartstrings;SHOW;2019;TV-14;66;['drama', 'music', 'comedy'];['US'];1.0;tt8509922;7.6;2107.0;4.747;7.3
ts252098;The Duchess;SHOW;2020;TV-MA;24;['comedy', 'drama'];['GB'];1.0;;;;5.557;7.1
ts93611;October Faction;SHOW;2020;TV-MA;41;['horror', 'scifi', 'drama', 'fantasy'];['US'];1.0;tt8826128;6.1;10961.0;8.382;6.8
ts85619;Hache;SHOW;2019;TV-MA;45;['crime', 'drama', 'thriller'];['ES'];2.0;tt8575476;6.5;1638.0;14.23;6.6
tm283581;Super Deluxe;MOVIE;2019;NC-17;176;['comedy', 'thriller', 'drama', 'action', 'crime'];['IN'];;tt7822432;8.4;13680.0;7.084;7.8
tm447439;System Crasher;MOVIE;2019;;118;['drama', 'european'];['DE'];;tt8535968;7.8;12874.0;10.356;7.7
tm885775;Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend;MOVIE;2020;PG-13;80;['comedy', 'scifi', 'romance'];['US'];;tt10324166;6.9;5376.0;8.317;6.4
ts100359;Medical Police;SHOW;2020;TV-MA;24;['comedy'];['US'];1.0;tt9850952;5.9;4203.0;9.85;6.7
ts235862;My Unfamiliar Family;SHOW;2020;TV-14;73;['drama'];['KR'];1.0;tt12458252;7.8;109.0;15.464;8.0
ts105608;Puerta 7;SHOW;2020;TV-MA;41;['crime', 'drama', 'thriller'];['AR'];1.0;tt9170386;5.6;560.0;6.19;7.1
ts93482;The Last Kids on Earth;SHOW;2019;;35;['animation', 'comedy', 'family', 'horror', 'scifi'];['US'];4.0;tt8914012;7.2;1358.0;13.206;8.4
tm835486;Jenny Slate: Stage Fright;MOVIE;2019;;66;['comedy', 'reality'];['US'];;tt10971520;5.8;1291.0;3.462;5.9
ts103360;The Barrier;SHOW;2020;TV-MA;53;['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war'];['ES'];1.0;tt9460858;6.8;3506.0;21.052;7.1
ts236501;Valeria;SHOW;2020;TV-MA;41;['comedy', 'drama', 'romance'];['ES'];2.0;tt9731288;6.5;5701.0;24.53;7.5
ts256784;Trash Truck;SHOW;2020;TV-Y;14;['animation'];['US'];2.0;;;;6.731;7.8
tm511940;Lying and Stealing;MOVIE;2019;R;100;['crime', 'drama', 'comedy'];['US'];;tt7558302;5.4;5818.0;20.588;6.0
tm837756;I'm No Longer Here;MOVIE;2019;;112;['drama'];['MX', 'US'];;tt4323594;7.3;7918.0;17.342;7.7
tm460829;Children of the Sea;MOVIE;2019;;110;['thriller', 'animation', 'fantasy', 'action', 'scifi', 'drama', 'family'];['JP'];;tt9850064;6.5;2850.0;17.945;7.2
